Pred_0,Pred_1,Pred_2,Pred_3,True_0,True_1,True_2,True_3
16.877848,795.0308,495.94543,250.55775,16.0,796.0,540.0,325.0
16.443434,795.8201,496.335,254.21837,16.0,795.0,540.0,323.0
16.938349,795.5244,494.9436,247.65483,16.0,794.0,540.0,325.0
16.41688,797.3494,516.0421,249.95937,16.0,795.0,540.0,323.0
16.862791,794.063,504.3082,252.10567,16.0,796.0,540.0,325.0
16.45551,795.7379,493.33698,251.09879,16.0,795.0,540.0,323.0
17.276108,796.4651,531.41376,249.84952,16.0,795.0,540.0,330.0
16.33595,796.35443,500.45468,249.93712,16.0,795.0,540.0,323.0
17.076698,793.96173,503.94745,246.46097,16.0,796.0,540.0,328.0
16.472458,797.7017,511.45685,253.50717,16.0,795.0,540.0,323.0
16.841543,794.2579,516.1769,246.55618,17.0,795.0,540.0,325.0
16.822659,796.51636,508.6321,249.64154,16.0,795.0,540.0,322.0
16.792295,794.1082,502.94562,251.89413,16.0,795.0,540.0,325.0
16.739378,796.86194,502.55045,255.65335,16.0,795.0,540.0,321.0
16.963642,794.4269,514.0285,252.67227,16.0,796.0,540.0,326.0
16.654423,798.58374,507.47238,253.68977,16.0,795.0,540.0,321.0
17.023382,793.3591,511.25827,250.6428,16.0,795.0,540.0,328.0
16.432022,797.2643,516.1945,251.41728,16.0,795.0,540.0,322.0
16.990334,793.8059,504.23093,249.45032,17.0,796.0,540.0,324.0
16.308397,796.4494,498.4979,253.49304,16.0,796.0,540.0,322.0
16.924454,793.4397,493.40695,251.52382,17.0,795.0,540.0,325.0
16.603313,797.56177,502.49326,250.50163,16.0,796.0,540.0,322.0
16.489187,794.176,502.5263,251.99377,16.0,796.0,540.0,325.0
16.35497,796.2135,500.59915,253.20789,16.0,795.0,540.0,322.0
16.787937,793.58484,499.44794,250.3296,17.0,795.0,540.0,326.0
16.574808,797.6133,515.8216,252.32265,16.0,795.0,540.0,322.0
16.447533,794.2035,491.54276,251.43304,17.0,796.0,548.0,327.0
16.77375,796.9843,506.91135,250.32181,16.0,796.0,541.0,321.0
16.886683,795.6139,523.9464,253.0425,17.0,796.0,541.0,325.0
16.832394,795.6396,501.70663,252.57065,16.0,795.0,541.0,321.0
16.261665,794.7284,500.43246,252.23882,16.0,796.0,541.0,327.0
16.555958,797.6581,503.48376,250.96802,16.0,795.0,542.0,321.0
16.736696,794.96893,494.19345,245.6683,17.0,796.0,542.0,325.0
16.45199,797.6323,505.0319,254.09276,16.0,796.0,542.0,320.0
16.790157,793.3707,498.7679,249.3541,16.0,795.0,543.0,324.0
16.509813,796.8999,512.1856,250.96272,16.0,796.0,543.0,319.0
16.911955,794.82733,519.8325,245.76152,17.0,796.0,543.0,323.0
16.942024,796.9731,522.3999,251.87245,16.0,795.0,543.0,319.0
16.530441,794.38434,498.31046,243.58691,17.0,795.0,544.0,321.0
16.660452,795.29816,504.2132,249.76257,16.0,795.0,544.0,318.0
16.821281,793.2688,494.1898,248.21008,17.0,796.0,544.0,320.0
16.650423,796.6586,506.86496,248.1587,16.0,796.0,545.0,321.0
16.745314,793.45734,491.18127,251.71982,17.0,796.0,546.0,326.0
16.437803,795.4705,498.6178,250.36972,16.0,795.0,546.0,316.0
16.881994,794.37274,499.40643,251.33716,17.0,796.0,547.0,319.0
16.734243,796.2471,494.91092,252.89159,16.0,796.0,547.0,317.0
16.87101,794.8529,499.3288,252.2113,17.0,796.0,549.0,317.0
16.781853,797.6908,516.16473,250.60641,16.0,795.0,548.0,318.0
16.577911,794.06696,485.59357,253.59805,16.0,796.0,549.0,316.0
16.828138,795.51965,499.32657,253.5212,16.0,796.0,549.0,311.0
16.69324,794.7013,493.34552,252.49341,17.0,796.0,549.0,317.0
16.622637,796.0602,525.6817,251.55197,16.0,796.0,549.0,310.0
16.781664,794.988,504.80374,248.04387,17.0,796.0,549.0,318.0
16.7653,795.4446,500.29718,250.69106,16.0,796.0,549.0,309.0
16.413614,795.2031,496.11298,253.23009,16.0,796.0,549.0,316.0
16.449572,794.5341,490.42792,252.29303,16.0,796.0,554.0,306.0
16.574146,795.8519,515.28705,249.47878,16.0,796.0,551.0,306.0
17.024048,794.1309,495.9646,252.00676,16.0,796.0,552.0,305.0
16.430866,794.4469,542.6664,313.4042,16.0,796.0,567.0,309.0
16.346361,795.34106,543.6998,322.06192,16.0,795.0,558.0,303.0
16.44494,795.69366,544.41943,307.7068,16.0,795.0,556.0,303.0
16.255125,794.83417,542.58356,309.42456,16.0,796.0,561.0,301.0
16.483047,795.2346,541.9005,308.38577,16.0,795.0,576.0,309.0
16.324982,795.3337,543.68005,315.13895,16.0,796.0,561.0,296.0
16.434578,795.20734,543.51654,302.7546,17.0,795.0,576.0,299.0
16.4664,795.72815,543.87506,299.18445,16.0,795.0,581.0,292.0
16.5079,795.38666,543.73376,312.13046,16.0,796.0,576.0,296.0
16.375902,795.4594,542.6582,316.62564,16.0,796.0,584.0,283.0
16.583958,794.67194,541.70496,311.39487,17.0,796.0,575.0,291.0
16.58247,796.2766,545.53735,308.0645,16.0,796.0,585.0,278.0
16.214697,794.7473,542.7357,312.5413,16.0,796.0,580.0,275.0
16.349209,795.88983,543.3494,311.6655,16.0,796.0,591.0,272.0
16.369072,794.8923,544.1428,310.20477,17.0,796.0,589.0,267.0
16.40656,795.23816,542.1339,306.3854,16.0,796.0,584.0,264.0
16.712269,794.7405,541.88947,311.35468,16.0,796.0,607.0,260.0
16.399324,795.78107,544.06616,308.53613,16.0,796.0,598.0,255.0
16.480139,795.60284,542.63336,309.13535,16.0,796.0,600.0,251.0
16.469376,796.16754,543.0534,312.7972,16.0,796.0,604.0,245.0
16.377165,795.93,544.6838,309.0592,16.0,796.0,604.0,240.0
16.322361,795.7157,543.693,321.11334,16.0,795.0,598.0,234.0
16.345566,794.74036,542.38806,315.40546,16.0,796.0,612.0,227.0
16.143581,795.48895,544.1851,317.2334,16.0,796.0,603.0,220.0
16.355679,795.001,542.9027,300.08038,16.0,796.0,616.0,214.0
16.095871,796.0413,543.65314,315.14594,16.0,796.0,620.0,205.0
16.303574,795.0259,543.5179,308.04767,16.0,796.0,626.0,198.0
16.501745,796.1893,545.4624,311.15985,16.0,796.0,620.0,188.0
16.341867,795.36145,544.5634,312.2475,16.0,794.0,610.0,177.0
16.16539,795.82184,544.29785,312.69894,16.0,796.0,634.0,168.0
16.03703,795.1514,543.8763,315.70123,17.0,796.0,621.0,161.0
16.143307,795.1545,543.10095,322.25528,16.0,796.0,635.0,154.0
16.161018,795.01263,542.8177,321.874,16.0,794.0,644.0,148.0
16.49426,795.2753,542.6524,316.33435,16.0,795.0,640.0,171.0
16.577744,795.4063,542.4621,305.74768,16.0,795.0,656.0,160.0
16.380384,795.9931,543.97687,314.34146,16.0,795.0,653.0,159.0
16.302477,795.1037,544.77515,307.69064,16.0,796.0,657.0,163.0
16.266031,795.2922,542.6714,326.21573,16.0,795.0,649.0,159.0
16.558548,795.55505,544.3716,316.16312,17.0,796.0,656.0,132.0
16.23112,795.8172,542.2937,320.86044,16.0,796.0,652.0,153.0
16.574392,796.16504,546.0333,315.80536,16.0,796.0,664.0,162.0
16.165546,795.14795,541.61005,319.99976,16.0,795.0,662.0,147.0
16.338799,794.91895,542.80743,317.41098,17.0,796.0,670.0,152.0
16.451414,795.53595,542.80054,305.93683,16.0,796.0,658.0,139.0
16.380154,796.0945,544.6447,317.69394,16.0,796.0,672.0,157.0
16.444618,796.0428,544.6101,318.1984,16.0,796.0,673.0,131.0
16.355051,795.41364,543.83264,322.95193,16.0,794.0,672.0,154.0
16.258633,795.8547,543.1759,332.7309,16.0,795.0,675.0,122.0
16.335333,795.8244,544.3954,308.66913,16.0,796.0,688.0,77.0
16.741964,796.2363,542.63525,315.82672,16.0,796.0,681.0,86.0
16.311058,796.8465,546.3207,309.14297,16.0,796.0,689.0,146.0
16.246052,795.6575,542.75244,316.29184,16.0,796.0,687.0,123.0
16.341934,795.7419,542.21985,322.45135,16.0,796.0,688.0,166.0
16.435654,795.6498,543.2636,306.38046,16.0,795.0,687.0,114.0
16.778023,795.33655,543.6029,315.3552,16.0,796.0,692.0,124.0
16.558796,796.7553,542.25256,324.43375,16.0,795.0,690.0,120.0
16.272058,795.3863,542.8991,309.08966,15.0,796.0,697.0,132.0
16.584124,795.8828,543.797,303.7936,16.0,795.0,696.0,100.0
16.707317,796.33276,543.95764,325.23843,16.0,795.0,703.0,124.0
16.110006,795.3668,543.01074,316.92792,16.0,795.0,704.0,91.0
16.379778,795.2236,543.1955,325.94412,17.0,796.0,290.0,396.0
16.225187,795.9702,541.7282,318.91943,16.0,795.0,680.0,29.0
16.47386,796.0976,541.9731,311.59055,16.0,796.0,284.0,397.0
16.295095,795.52234,543.2272,318.9001,16.0,795.0,691.0,23.0
16.158512,795.324,543.4834,326.77258,16.0,796.0,282.0,401.0
16.294071,795.8544,543.75,314.77182,16.0,795.0,280.0,400.0
16.40776,796.5448,543.1782,319.6515,16.0,796.0,278.0,402.0
16.267197,795.86566,543.1159,326.70752,16.0,795.0,277.0,402.0
16.439827,795.6605,545.0255,299.28604,17.0,796.0,274.0,404.0
16.580135,796.26544,542.3761,314.53677,16.0,795.0,273.0,404.0
16.47883,795.5258,543.81305,316.1509,16.0,795.0,271.0,407.0
16.403688,796.36414,543.35266,322.31888,16.0,795.0,269.0,407.0
16.388865,795.84515,543.9304,308.87585,16.0,796.0,266.0,408.0
16.30353,796.2216,544.07404,325.68192,16.0,795.0,265.0,409.0
16.459997,795.81586,544.77045,311.38416,17.0,796.0,260.0,410.0
16.516092,796.4304,542.9935,317.95407,16.0,795.0,261.0,411.0
16.439905,795.83966,542.55884,320.5673,16.0,796.0,259.0,412.0
16.357862,796.4331,543.4104,323.9526,16.0,795.0,257.0,414.0
16.525112,795.6667,543.1409,307.8673,17.0,796.0,257.0,416.0
16.453468,796.1272,541.771,328.44434,16.0,796.0,255.0,416.0
16.045502,795.4097,543.0499,325.9486,16.0,796.0,252.0,417.0
16.48654,797.66565,543.8299,324.25177,16.0,796.0,251.0,418.0
16.409548,794.73047,542.68805,302.82748,16.0,795.0,250.0,420.0
16.295576,796.04266,542.3878,320.87698,16.0,796.0,248.0,421.0
16.287895,795.1397,542.80414,325.96967,16.0,796.0,252.0,424.0
16.316301,795.90594,543.175,315.6815,16.0,795.0,245.0,424.0
16.126507,794.53455,541.5496,321.369,16.0,796.0,244.0,424.0
16.492321,796.1453,541.67084,318.34106,16.0,796.0,243.0,425.0
16.61526,795.2677,542.8656,314.6254,16.0,796.0,241.0,428.0
16.56807,796.4729,542.9778,329.3516,16.0,796.0,238.0,428.0
16.47063,795.2461,543.49194,312.76065,16.0,796.0,239.0,429.0
16.525042,796.07697,542.7948,325.28806,16.0,796.0,237.0,431.0
16.378159,795.1003,541.1961,321.08508,16.0,796.0,235.0,433.0
16.359844,796.23303,542.39557,318.16782,16.0,796.0,234.0,434.0
16.112522,795.2615,542.5786,324.10837,17.0,796.0,232.0,436.0
16.345116,796.7081,541.9715,320.2449,16.0,796.0,229.0,437.0
16.314943,795.4807,543.2855,312.5365,16.0,796.0,228.0,441.0
16.158611,795.62915,542.27344,318.06332,16.0,796.0,225.0,443.0
16.68425,795.6537,543.304,319.5065,16.0,796.0,223.0,447.0
16.539196,796.0941,543.1623,321.61536,16.0,795.0,221.0,449.0
16.417019,795.79266,544.1476,324.64554,16.0,796.0,216.0,454.0
16.091917,796.638,543.65564,317.9886,16.0,797.0,215.0,456.0
16.400396,796.6533,543.81726,311.71643,16.0,796.0,212.0,460.0
16.414448,796.13245,541.46246,320.2269,16.0,797.0,208.0,464.0
16.376059,795.6102,542.72754,323.28247,16.0,796.0,205.0,471.0
16.522884,796.6353,543.1644,314.36313,16.0,797.0,203.0,472.0
16.454489,795.932,544.6728,307.00482,16.0,795.0,202.0,481.0
16.286215,795.4955,543.0498,318.00208,16.0,796.0,197.0,487.0
16.49778,795.9737,543.20746,301.6607,16.0,796.0,193.0,489.0
16.63316,795.95593,542.74695,329.12885,16.0,796.0,191.0,499.0
16.32451,796.1408,545.01605,306.70273,16.0,797.0,188.0,508.0
16.721758,796.2028,542.89087,312.3616,16.0,796.0,185.0,513.0
16.508041,796.294,544.5813,299.11093,16.0,795.0,183.0,524.0
16.305792,796.34515,544.18835,323.22107,16.0,797.0,180.0,530.0
16.431515,795.84283,544.6292,308.27493,16.0,796.0,179.0,542.0
16.26356,797.35455,544.87476,315.27087,16.0,796.0,177.0,550.0
16.32756,795.54645,543.298,323.56842,16.0,796.0,177.0,563.0
16.33952,796.4231,542.8675,310.21194,16.0,797.0,176.0,571.0
16.584394,796.2552,543.5705,314.15112,16.0,795.0,177.0,584.0
16.323793,795.7401,542.9893,320.98035,16.0,798.0,177.0,594.0
16.465002,795.72,543.90234,321.96573,16.0,795.0,179.0,608.0
16.67676,796.39246,542.3759,316.99213,16.0,796.0,182.0,618.0
16.556435,795.9942,543.04443,311.415,16.0,795.0,187.0,634.0
16.395864,796.1134,543.3267,324.35504,16.0,797.0,191.0,645.0
16.284174,796.95734,544.25714,330.6202,16.0,795.0,197.0,658.0
16.159407,796.4861,544.02844,320.15503,16.0,796.0,202.0,669.0
16.739859,795.8588,543.4077,317.52075,16.0,796.0,210.0,681.0
16.28465,796.16077,543.51514,313.48038,16.0,796.0,217.0,687.0
16.530598,795.99603,543.438,312.72983,16.0,796.0,225.0,699.0
16.413076,797.09906,543.7577,322.75732,16.0,796.0,232.0,707.0
16.397833,795.8376,543.8608,314.72095,16.0,794.0,242.0,715.0
16.227123,796.81726,544.99414,311.84064,16.0,795.0,251.0,722.0
16.52258,796.2057,543.076,317.14365,16.0,794.0,260.0,729.0
16.408302,796.33746,542.7383,316.95447,16.0,796.0,268.0,735.0
16.033764,795.9708,543.7893,315.00394,16.0,796.0,279.0,742.0
16.36369,796.4258,543.5547,317.02075,16.0,796.0,288.0,746.0
16.174946,795.59827,543.12805,320.50937,16.0,796.0,299.0,750.0
16.34565,796.3575,543.2089,335.8279,16.0,795.0,310.0,752.0
16.276226,795.36945,542.0525,309.68234,16.0,793.0,322.0,758.0
16.498648,796.16364,542.1444,318.36444,16.0,794.0,334.0,759.0
16.159662,795.9704,542.8801,315.5262,16.0,793.0,344.0,761.0
16.1832,796.8838,544.613,312.33267,16.0,795.0,353.0,762.0
16.370071,795.9513,542.6139,320.42773,16.0,794.0,370.0,762.0
16.114473,795.69055,542.8681,321.2761,16.0,795.0,377.0,760.0
16.323605,795.7412,543.4359,316.05795,16.0,793.0,393.0,761.0
16.366325,796.60333,544.40643,317.02603,16.0,796.0,405.0,759.0
16.534279,796.4074,546.4115,303.61896,16.0,794.0,417.0,756.0
16.689814,796.6566,544.42535,311.36246,16.0,795.0,427.0,753.0
16.369139,795.2753,542.2058,313.195,16.0,795.0,438.0,748.0
16.566053,795.96155,543.049,319.8788,16.0,795.0,450.0,743.0
16.34027,795.1058,542.3483,320.51828,16.0,793.0,459.0,737.0
16.323912,796.15906,543.5694,310.31418,16.0,795.0,468.0,734.0
16.415573,795.7193,543.11566,322.69473,16.0,795.0,479.0,725.0
16.56709,796.8498,542.27924,322.3837,16.0,796.0,487.0,719.0
16.48654,796.3765,544.5569,302.08478,16.0,795.0,494.0,713.0
16.470278,796.153,541.87524,320.44397,16.0,796.0,499.0,706.0
16.214539,796.0515,543.14624,323.72205,16.0,793.0,506.0,699.0
16.485739,796.57434,544.2149,308.7094,16.0,796.0,512.0,693.0
16.28446,795.852,543.4963,307.92404,17.0,795.0,516.0,687.0
16.447378,796.9563,544.1349,312.9169,16.0,797.0,520.0,682.0
16.350338,795.9942,542.1224,316.37637,16.0,795.0,524.0,676.0
16.371634,796.3283,543.2833,317.29843,16.0,797.0,527.0,673.0
16.497314,796.5043,543.8874,313.0401,16.0,794.0,529.0,669.0
16.460623,796.1653,542.5057,315.06662,16.0,797.0,531.0,666.0
16.178291,796.0559,543.40247,320.67313,16.0,794.0,531.0,665.0
16.177488,796.44025,543.7848,323.7566,16.0,795.0,533.0,662.0
16.521935,795.8416,542.8598,317.22733,16.0,794.0,540.0,662.0
16.287271,795.71606,542.9911,330.8384,16.0,797.0,533.0,662.0
16.250256,796.113,399.94485,461.29593,16.0,794.0,531.0,664.0
16.061285,795.49475,366.43066,466.46054,16.0,796.0,531.0,665.0
15.966944,795.84515,557.87915,375.05307,16.0,795.0,529.0,669.0
16.082172,795.78033,475.50858,459.29474,16.0,796.0,528.0,672.0
15.966592,795.88446,498.0921,417.68185,16.0,796.0,525.0,676.0
16.090855,795.7266,369.90656,465.28882,16.0,796.0,522.0,680.0
16.020607,796.0261,592.82654,337.9502,17.0,794.0,521.0,683.0
16.170164,796.0021,548.7139,375.77747,16.0,796.0,518.0,686.0
16.075895,795.6029,290.18262,439.03757,17.0,795.0,516.0,689.0
16.157011,795.8606,459.25043,459.6314,16.0,796.0,514.0,690.0
16.039068,795.8708,460.70944,470.20197,16.0,794.0,513.0,693.0
16.019331,795.9493,578.92017,370.49945,16.0,796.0,512.0,694.0
15.993805,796.04987,536.2007,462.55737,16.0,795.0,511.0,694.0
16.187805,795.7255,401.58246,421.94748,16.0,795.0,513.0,693.0
16.082624,796.18665,506.13348,415.9018,16.0,796.0,510.0,694.0
16.181475,796.02893,525.5837,382.37958,16.0,796.0,510.0,694.0
16.17915,795.9042,553.6598,461.4506,16.0,795.0,511.0,693.0
16.046263,795.6559,432.14386,399.9366,16.0,796.0,516.0,693.0
16.092289,795.69946,304.36554,420.3903,16.0,795.0,515.0,690.0
16.000536,795.7001,446.2222,503.6256,16.0,796.0,515.0,689.0
16.050835,795.8248,470.5045,353.91388,16.0,795.0,518.0,687.0
16.082907,795.5698,341.61014,476.94485,16.0,796.0,522.0,685.0
16.233038,795.78467,386.5786,459.59677,17.0,794.0,520.0,675.0
16.027727,796.2762,565.7299,501.37524,16.0,795.0,524.0,678.0
15.908539,795.5133,375.6609,359.72052,16.0,794.0,526.0,674.0
16.099213,795.84534,329.99976,420.5587,16.0,795.0,528.0,670.0
15.882949,795.60767,468.56592,349.83752,16.0,794.0,530.0,667.0
16.118095,796.1565,585.3636,480.2577,16.0,795.0,532.0,661.0
15.839659,795.7645,394.04434,404.71408,16.0,796.0,536.0,660.0
16.20228,796.05225,393.35602,425.37503,16.0,796.0,538.0,652.0
16.149939,795.88,425.5821,517.85657,16.0,796.0,539.0,648.0
16.062643,795.7161,324.38232,510.7539,16.0,796.0,542.0,647.0
16.085997,795.9222,500.4043,588.3596,16.0,796.0,544.0,638.0
16.03728,795.6429,364.93988,485.09485,16.0,795.0,545.0,635.0
16.136366,795.873,546.35956,357.4369,16.0,796.0,540.0,638.0
15.919487,795.8367,485.17828,414.40204,16.0,796.0,548.0,626.0
16.059628,795.8554,470.73352,394.25323,16.0,795.0,549.0,622.0
16.043835,795.63654,383.02246,506.8181,16.0,795.0,549.0,621.0
16.072226,795.74176,432.30597,516.15155,17.0,795.0,550.0,618.0
16.22089,796.32086,450.7387,518.5449,16.0,795.0,550.0,616.0
16.090279,795.87866,488.3445,369.3752,16.0,795.0,550.0,616.0
16.140142,795.8759,415.64,546.7451,16.0,795.0,552.0,614.0
16.216633,795.9681,449.8458,477.18127,16.0,795.0,550.0,615.0
16.149212,796.0266,547.6251,363.7067,16.0,795.0,551.0,616.0
16.186329,796.06,447.96826,383.27557,16.0,796.0,550.0,617.0
16.15256,795.8005,308.26367,455.08975,16.0,795.0,550.0,618.0
16.303396,796.1684,382.1334,448.4326,16.0,795.0,549.0,623.0
15.992268,796.0476,478.54138,544.6056,16.0,795.0,553.0,626.0
16.180233,795.9945,402.92783,380.0125,16.0,795.0,546.0,630.0
16.150991,796.1336,439.69717,403.0514,16.0,795.0,545.0,634.0
