Pred_0,Pred_1,Pred_2,Pred_3,True_0,True_1,True_2,True_3
16.918428,794.8487,407.39163,724.27655,18.0,791.0,361.0,761.0
17.043802,796.3725,426.89484,732.2587,17.0,796.0,362.0,760.0
16.54003,794.5964,386.24234,726.9138,18.0,790.0,362.0,761.0
16.933237,796.0911,434.16263,730.90424,16.0,796.0,362.0,763.0
16.890303,794.5511,425.75912,735.823,18.0,793.0,362.0,761.0
17.014116,796.61914,445.81998,722.62274,16.0,796.0,371.0,766.0
17.17047,795.32654,432.20956,720.21075,18.0,792.0,363.0,761.0
16.844034,796.2065,436.02463,724.78204,17.0,796.0,366.0,760.0
16.946028,794.9434,407.60214,735.09143,18.0,788.0,368.0,761.0
16.94113,796.81006,454.83347,723.144,17.0,796.0,370.0,761.0
17.091984,794.9704,427.29007,729.59454,18.0,788.0,370.0,761.0
16.872084,795.87134,429.81494,720.1459,16.0,796.0,369.0,761.0
17.207941,795.03937,431.35864,727.6544,18.0,786.0,373.0,762.0
17.02407,797.3105,461.75635,733.2298,16.0,796.0,374.0,755.0
16.832115,793.92,377.72833,732.62506,18.0,795.0,375.0,761.0
16.88485,796.322,357.5684,738.582,16.0,796.0,377.0,761.0
17.068007,794.5504,381.33978,726.2681,18.0,792.0,376.0,761.0
16.995962,796.43396,463.38608,722.9658,17.0,795.0,378.0,761.0
16.559774,795.17334,383.53867,725.843,18.0,794.0,382.0,759.0
17.03715,797.2668,403.2571,722.9747,17.0,795.0,383.0,762.0
16.85306,795.0886,443.6482,733.15924,18.0,794.0,385.0,761.0
16.808977,797.1462,395.90573,728.5218,16.0,796.0,381.0,759.0
17.229233,794.66833,386.95605,724.25446,18.0,792.0,389.0,759.0
16.930653,797.2778,427.81,739.4415,17.0,796.0,391.0,760.0
17.309235,794.68164,429.1643,713.7742,18.0,792.0,392.0,754.0
16.826365,795.77045,358.0188,741.45135,17.0,795.0,394.0,759.0
17.286522,794.4851,410.4225,729.39935,18.0,788.0,398.0,754.0
16.75428,796.6224,434.4665,725.94794,17.0,796.0,399.0,759.0
17.057632,794.661,392.86716,730.94946,18.0,795.0,398.0,757.0
16.94626,796.70184,457.6158,730.3316,17.0,796.0,399.0,763.0
17.35439,795.0298,431.1161,726.43585,18.0,794.0,404.0,756.0
17.14022,796.81744,473.5798,723.6106,17.0,796.0,407.0,758.0
16.727953,796.05457,418.12936,730.99756,18.0,792.0,408.0,759.0
16.966574,796.4183,494.25378,722.2607,17.0,796.0,409.0,757.0
16.971207,794.5499,357.88016,737.16956,18.0,793.0,410.0,757.0
17.173168,797.4002,410.45508,738.5832,16.0,796.0,404.0,758.0
17.135178,795.29395,486.61246,713.43427,18.0,792.0,409.0,758.0
17.17299,796.16675,447.21698,723.2086,17.0,796.0,412.0,757.0
17.012573,796.034,453.9867,721.4537,18.0,793.0,412.0,762.0
17.204386,795.68787,448.1242,727.5792,17.0,795.0,412.0,758.0
16.987463,795.9251,409.03873,720.83716,18.0,788.0,414.0,758.0
17.05423,795.6719,394.56152,721.53516,16.0,795.0,412.0,757.0
17.00362,795.81024,443.75354,720.8896,18.0,793.0,413.0,759.0
17.210224,795.5772,433.89365,719.43463,16.0,796.0,411.0,763.0
16.927786,794.5924,462.72772,719.36237,18.0,793.0,411.0,757.0
31.918316,794.15485,382.53156,778.00665,17.0,796.0,404.0,758.0
20.56431,794.1679,383.6258,758.5586,18.0,793.0,414.0,762.0
26.401619,795.46747,398.74265,730.11957,17.0,796.0,409.0,758.0
12.784523,794.2435,359.36255,752.7827,18.0,794.0,414.0,758.0
28.754707,794.69495,363.97467,746.82025,17.0,796.0,402.0,760.0
11.030869,793.1301,363.47824,769.8848,18.0,793.0,405.0,759.0
6.859357,795.5746,407.31735,777.63055,17.0,796.0,403.0,759.0
34.697838,794.74927,369.60925,757.41895,18.0,794.0,405.0,763.0
14.683792,794.7559,364.28195,742.4783,16.0,796.0,401.0,759.0
26.7085,794.5494,366.11572,746.5232,18.0,793.0,400.0,759.0
11.633253,796.16156,406.799,765.0537,17.0,796.0,394.0,759.0
26.731718,794.0438,403.96304,758.1449,18.0,793.0,397.0,760.0
9.322453,794.2761,384.20453,759.07227,17.0,796.0,392.0,760.0
37.6099,794.7483,371.25375,740.2844,18.0,793.0,395.0,762.0
21.046053,795.964,403.03076,723.11896,16.0,796.0,391.0,760.0
40.471855,793.8543,362.67813,769.86273,18.0,793.0,389.0,761.0
23.572475,795.1762,381.26102,783.8922,16.0,796.0,386.0,760.0
18.607733,794.0064,393.08365,741.2691,18.0,793.0,386.0,761.0
22.5373,795.3558,384.08072,763.0793,17.0,796.0,382.0,760.0
23.826868,795.218,419.9498,740.90454,18.0,793.0,381.0,762.0
22.850262,795.68915,394.22784,749.12415,16.0,796.0,379.0,755.0
26.25226,794.38745,358.1772,731.5563,18.0,794.0,378.0,763.0
18.790892,794.33466,354.1187,743.6363,16.0,796.0,374.0,761.0
18.903858,793.16693,363.61536,756.07855,17.0,793.0,372.0,762.0
14.057753,794.0689,336.2907,749.6671,17.0,796.0,369.0,760.0
26.12118,794.35345,404.6358,760.4204,18.0,787.0,364.0,766.0
18.294088,795.6255,383.9521,736.91223,17.0,795.0,363.0,765.0
25.49612,794.11914,408.34174,736.30756,18.0,791.0,360.0,762.0
18.026438,796.2557,379.8874,752.5137,17.0,796.0,359.0,757.0
17.772331,794.07794,354.27908,750.86566,18.0,792.0,355.0,761.0
13.105362,795.28735,377.9761,772.67694,17.0,795.0,353.0,762.0
24.891146,794.90674,394.30078,746.9879,18.0,791.0,351.0,761.0
13.993023,795.491,374.44257,772.22546,17.0,795.0,347.0,763.0
24.38354,793.2326,389.03503,772.70386,18.0,792.0,345.0,760.0
15.091626,795.93353,377.59705,752.3813,17.0,796.0,339.0,765.0
32.74789,794.1319,377.21878,748.1032,18.0,795.0,339.0,759.0
23.527037,795.5802,410.27066,732.21155,17.0,796.0,336.0,760.0
35.992775,794.0146,337.97525,750.13446,18.0,795.0,333.0,759.0
8.763815,795.5587,382.3844,759.66376,17.0,796.0,331.0,758.0
23.115158,794.4538,377.7026,774.368,18.0,793.0,322.0,758.0
17.009333,795.2732,384.00507,744.3533,17.0,796.0,325.0,755.0
18.641685,793.9922,386.58136,780.1924,18.0,795.0,322.0,756.0
6.2610703,795.03784,386.00198,755.66046,16.0,796.0,319.0,757.0
25.122496,794.09485,400.3167,771.5568,18.0,795.0,312.0,757.0
23.054047,795.00244,367.88382,739.468,17.0,796.0,316.0,748.0
19.246595,793.44965,394.946,781.56366,18.0,792.0,312.0,756.0
22.033955,795.106,414.6584,763.9228,17.0,796.0,309.0,754.0
29.17754,794.12646,365.79404,760.86804,18.0,794.0,307.0,751.0
22.095266,795.40137,380.89313,753.6341,17.0,796.0,308.0,756.0
28.762974,795.03107,404.3807,735.833,18.0,794.0,303.0,751.0
24.670368,795.75793,393.7525,755.3881,17.0,794.0,302.0,745.0
23.94712,795.02765,397.12054,769.6962,18.0,791.0,299.0,750.0
28.377766,796.38525,357.46768,768.5777,16.0,796.0,296.0,751.0
21.83416,794.02405,379.66617,761.9301,18.0,794.0,295.0,748.0
29.283249,795.7222,400.77563,743.79315,17.0,796.0,291.0,752.0
27.579681,794.69446,400.17178,765.89606,18.0,794.0,290.0,749.0
11.679487,794.57825,368.06552,761.60693,16.0,796.0,285.0,744.0
12.416271,794.34534,397.83224,770.4208,18.0,793.0,290.0,746.0
27.87793,795.10583,411.39444,768.5783,17.0,796.0,288.0,746.0
17.469814,795.1962,381.39917,769.838,18.0,792.0,288.0,745.0
33.23463,795.7446,401.56396,759.32745,17.0,796.0,285.0,737.0
25.066786,794.8131,371.8038,786.34924,18.0,793.0,288.0,745.0
14.322359,795.8625,381.26495,749.6147,17.0,796.0,292.0,741.0
8.647368,794.70026,367.7076,743.7235,18.0,791.0,286.0,747.0
20.390007,795.1759,385.73834,750.2289,17.0,795.0,291.0,740.0
27.42731,793.73376,354.56125,755.07745,18.0,793.0,281.0,745.0
37.575577,796.1289,356.1278,738.4684,17.0,796.0,286.0,744.0
23.575844,796.4073,373.02704,750.83466,18.0,792.0,281.0,745.0
16.981894,794.82336,385.54758,736.4254,17.0,796.0,292.0,738.0
16.227169,794.9619,362.0455,770.0386,18.0,792.0,288.0,747.0
21.098984,795.1523,387.03973,743.56036,16.0,795.0,294.0,743.0
19.106878,797.2427,400.63153,753.294,18.0,790.0,289.0,744.0
21.175146,795.7268,411.23724,736.7833,17.0,796.0,288.0,746.0
30.25605,795.65924,381.25433,774.34216,18.0,790.0,290.0,744.0
12.656185,795.0007,394.09152,751.1208,16.0,796.0,290.0,746.0
13.166149,794.8321,392.24982,778.2926,18.0,789.0,292.0,746.0
29.949074,796.44025,378.40472,773.674,16.0,796.0,293.0,747.0
23.277859,795.21606,389.12885,741.7171,18.0,794.0,295.0,749.0
11.108505,796.4676,407.7911,776.0173,17.0,796.0,300.0,743.0
34.387665,794.5618,341.2014,752.76636,18.0,793.0,297.0,746.0
15.098191,796.6539,376.53046,777.9761,17.0,796.0,293.0,747.0
25.306746,794.8496,386.11435,766.1502,18.0,793.0,302.0,750.0
20.041029,795.2279,362.54773,765.838,17.0,796.0,301.0,745.0
17.065268,793.9111,378.86307,784.07874,18.0,793.0,302.0,755.0
9.388433,794.5784,379.78415,783.3314,17.0,795.0,304.0,753.0
26.570305,794.00574,357.53693,765.7766,18.0,793.0,309.0,753.0
12.235031,795.08777,355.64322,786.69763,16.0,796.0,310.0,754.0
31.909447,794.05255,365.61368,744.40576,18.0,793.0,314.0,754.0
13.515081,796.0911,393.2683,773.7143,17.0,797.0,314.0,755.0
24.91552,793.473,371.61874,778.4668,18.0,795.0,315.0,753.0
12.315041,795.18567,358.37903,758.24084,17.0,796.0,320.0,757.0
31.287573,793.0021,372.1673,776.44714,18.0,791.0,320.0,754.0
17.402721,795.65576,354.44867,788.0348,17.0,796.0,324.0,754.0
29.644976,793.5932,365.30713,781.70624,18.0,791.0,320.0,758.0
29.838856,795.75616,378.082,778.42365,17.0,796.0,324.0,759.0
18.70769,792.95746,342.83606,782.88477,18.0,797.0,334.0,754.0
23.791897,795.30853,388.36273,750.9749,17.0,796.0,336.0,759.0
18.10195,793.10474,342.74323,778.9317,18.0,791.0,337.0,760.0
29.233025,795.06903,372.62015,737.2863,17.0,796.0,342.0,760.0
34.969875,794.96716,408.0113,755.16113,18.0,791.0,344.0,757.0
28.006796,794.86646,367.53983,760.17084,17.0,796.0,340.0,765.0
30.827524,794.6935,392.16144,757.1072,18.0,794.0,349.0,761.0
32.112194,795.7612,372.42505,746.1443,16.0,796.0,351.0,762.0
18.523314,794.9887,398.49316,777.79315,18.0,792.0,354.0,762.0
19.755116,794.80066,381.20404,750.3604,16.0,796.0,357.0,760.0
22.286545,795.08453,347.07077,743.5458,18.0,791.0,360.0,760.0
23.04498,795.27045,389.4637,762.5825,16.0,796.0,361.0,763.0
18.549835,793.2667,363.90546,738.17883,18.0,794.0,360.0,765.0
31.61717,795.3592,391.59265,753.75604,17.0,796.0,367.0,761.0
19.57505,794.6897,393.9015,747.31165,18.0,789.0,370.0,761.0
26.864948,795.28046,385.11227,756.60846,16.0,796.0,370.0,760.0
15.909118,795.5933,391.28372,771.711,18.0,794.0,375.0,760.0
19.42444,794.8721,358.7849,756.0092,16.0,796.0,375.0,763.0
21.475904,795.30707,400.05862,769.547,18.0,794.0,380.0,762.0
27.178322,795.12836,382.77213,763.3481,17.0,796.0,380.0,762.0
32.458687,796.8063,395.88925,745.4398,18.0,791.0,382.0,761.0
29.579071,794.4812,379.65436,768.2599,17.0,796.0,380.0,757.0
15.1818,796.3861,377.50015,757.14935,18.0,795.0,389.0,758.0
17.839195,795.12476,375.68805,745.13495,17.0,796.0,387.0,760.0
27.496714,796.09393,373.60046,753.82776,18.0,790.0,390.0,760.0
20.54886,795.6725,406.71545,747.15643,16.0,796.0,390.0,760.0
30.99501,795.86115,389.8245,731.85767,18.0,797.0,393.0,760.0
28.927986,795.9782,381.66113,770.6799,16.0,796.0,393.0,763.0
17.325134,794.1702,394.22488,770.42554,18.0,789.0,395.0,760.0
25.547882,796.04816,397.59494,784.5927,17.0,796.0,396.0,759.0
5.8403406,794.7318,380.3102,766.5465,18.0,798.0,397.0,760.0
24.231567,796.9737,382.7511,753.8315,17.0,796.0,397.0,754.0
20.704659,794.1757,368.1557,773.6808,18.0,791.0,399.0,760.0
19.422745,797.6328,385.65942,768.48065,17.0,796.0,399.0,759.0
16.549212,795.2076,393.0564,757.23865,18.0,797.0,400.0,759.0
20.393267,795.08435,367.96713,775.9672,16.0,797.0,395.0,764.0
19.619717,794.2221,367.81946,769.8504,18.0,793.0,401.0,759.0
13.605805,796.9026,391.5905,772.4126,17.0,796.0,396.0,760.0
30.684498,795.0073,365.64536,775.5225,18.0,791.0,401.0,759.0
16.080412,796.7432,388.90643,766.6864,16.0,796.0,400.0,759.0
29.962858,795.9611,417.41028,766.3368,18.0,789.0,402.0,759.0
24.09596,797.58075,374.23672,782.4313,401.0,840.0,398.0,759.0
18.839643,794.8247,385.3964,764.57434,18.0,796.0,400.0,759.0
19.760166,796.5117,372.40134,791.0307,17.0,796.0,400.0,759.0
26.43441,794.3553,355.41022,753.8039,18.0,796.0,398.0,759.0
25.872347,797.07025,410.63324,754.63245,17.0,796.0,397.0,759.0
13.363886,794.3388,348.58252,752.9467,18.0,792.0,399.0,754.0
22.010332,797.82196,383.4411,765.8947,17.0,796.0,397.0,761.0
19.60778,794.5213,402.5421,786.06995,18.0,793.0,399.0,759.0
17.97299,798.4372,371.2352,769.2588,17.0,796.0,398.0,759.0
27.19337,794.77454,395.36935,757.37463,18.0,792.0,397.0,759.0
23.561443,796.5762,383.59744,764.9821,16.0,796.0,396.0,754.0
32.404846,795.168,393.019,726.2376,18.0,793.0,396.0,759.0
23.600977,795.41907,359.5441,787.2936,17.0,796.0,396.0,755.0
38.258614,793.98944,372.1493,776.8941,18.0,793.0,396.0,760.0
18.923916,796.65936,342.28467,770.1206,17.0,796.0,393.0,759.0
26.823933,794.1824,374.8361,765.8071,18.0,790.0,396.0,759.0
25.712307,797.1229,392.77332,781.5852,17.0,796.0,393.0,759.0
34.196472,795.87964,391.34238,758.30133,18.0,792.0,394.0,760.0
33.65603,797.5443,411.15073,758.77954,17.0,796.0,393.0,758.0
12.77513,794.5073,367.32675,767.15845,18.0,793.0,394.0,762.0
33.99456,797.297,402.56183,755.67236,16.0,796.0,392.0,760.0
18.544548,795.58575,373.7565,771.38855,18.0,791.0,394.0,762.0
21.931633,797.21716,376.8352,783.2731,17.0,796.0,392.0,760.0
39.23385,795.63556,384.94897,755.91406,18.0,788.0,393.0,760.0
25.020473,796.6488,410.42178,784.9337,17.0,796.0,393.0,763.0
25.813175,795.5991,381.90546,740.38324,18.0,792.0,394.0,762.0
29.671095,796.14246,395.60208,743.2232,16.0,796.0,392.0,759.0
13.748716,795.707,378.6312,756.5519,18.0,792.0,394.0,760.0
15.38673,795.0246,376.23062,772.5039,16.0,796.0,392.0,756.0
32.809982,794.72845,367.36768,754.43054,18.0,789.0,394.0,760.0
30.57544,795.49347,376.7926,747.3407,17.0,796.0,389.0,759.0
24.797466,794.90784,401.175,740.7536,18.0,792.0,394.0,759.0
31.045084,796.2376,365.8429,754.7046,17.0,796.0,393.0,764.0
13.674849,794.12714,370.11978,756.2337,18.0,794.0,395.0,760.0
29.107374,794.33154,345.70984,758.1507,16.0,796.0,393.0,763.0
15.908255,796.8515,389.2749,753.91376,18.0,797.0,395.0,760.0
34.7218,795.2922,367.46497,758.40155,16.0,796.0,393.0,760.0
27.796806,796.3632,358.4376,754.619,17.0,794.0,394.0,757.0
39.26023,796.9523,360.37967,757.5579,16.0,796.0,398.0,769.0
5.8918257,793.79474,358.57584,757.1302,18.0,795.0,395.0,760.0
13.253555,796.8494,377.7157,753.16125,17.0,796.0,396.0,764.0
42.103504,796.71655,362.85815,755.0425,18.0,795.0,395.0,762.0
27.81672,796.2271,352.7825,756.25977,16.0,796.0,394.0,760.0
42.19578,795.5979,368.00452,756.4333,18.0,793.0,398.0,758.0
19.872662,797.70715,371.53915,754.2603,17.0,796.0,393.0,755.0
43.531143,794.7538,334.1869,757.29004,17.0,788.0,395.0,760.0
16.45332,794.32794,348.07877,756.7361,16.0,796.0,396.0,760.0
35.74665,796.78015,380.15723,754.1465,17.0,794.0,395.0,760.0
37.656986,795.98376,361.051,756.8376,17.0,795.0,396.0,759.0
16.077164,794.4587,379.19617,754.0519,18.0,797.0,395.0,760.0
30.017822,798.01306,351.60294,757.1659,17.0,796.0,396.0,760.0
5.999031,792.8582,358.16452,756.2409,18.0,795.0,395.0,760.0
16.331627,795.54944,359.4593,757.96545,16.0,796.0,395.0,759.0
31.863552,795.84247,356.8717,756.2847,17.0,796.0,395.0,760.0
38.37585,798.7107,349.91998,756.189,17.0,796.0,394.0,760.0
22.018114,795.45276,356.2915,755.7035,18.0,794.0,395.0,760.0
29.998623,797.35046,354.97495,755.8495,17.0,796.0,394.0,759.0
14.502373,794.67596,363.16348,756.43243,18.0,794.0,395.0,760.0
3.3368073,796.80817,354.14523,757.3586,16.0,796.0,393.0,759.0
48.244293,794.8551,353.81183,757.0569,17.0,793.0,395.0,760.0
-0.8871212,796.8878,384.89883,757.4935,16.0,796.0,394.0,759.0
25.097069,795.70764,353.67825,754.9872,18.0,797.0,394.0,760.0
-0.006204605,796.84106,394.47787,754.1455,17.0,796.0,394.0,759.0
23.743797,793.1153,332.71613,758.27893,17.0,793.0,395.0,763.0
11.842083,797.4905,387.1122,757.51294,17.0,796.0,392.0,760.0
28.93845,796.1396,387.6171,753.8639,18.0,791.0,394.0,760.0
4.62467,795.3274,346.995,758.5567,17.0,796.0,392.0,760.0
28.838892,794.5047,328.15796,758.9088,18.0,793.0,393.0,760.0
21.855099,795.68964,376.48422,756.45764,17.0,796.0,390.0,760.0
53.237564,796.0049,365.12692,757.4255,17.0,796.0,387.0,760.0
7.9739456,798.0239,363.79776,755.8773,17.0,796.0,391.0,761.0
17.418182,795.56384,363.07574,756.14386,18.0,791.0,393.0,760.0
32.121265,797.5334,368.0129,758.6613,16.0,796.0,392.0,755.0
39.75874,795.8503,361.8802,757.7024,18.0,792.0,393.0,760.0
21.370829,795.79736,364.24884,756.7005,16.0,796.0,393.0,760.0
39.466698,796.41754,367.171,755.68463,18.0,792.0,392.0,761.0
14.795035,796.4048,363.67053,757.7846,17.0,796.0,390.0,760.0
30.996094,795.338,362.4288,755.33264,18.0,796.0,391.0,760.0
20.699331,795.68604,363.07626,757.40985,391.0,842.0,390.0,760.0
38.940422,796.09973,352.77332,757.69183,17.0,795.0,391.0,761.0
35.36307,797.8275,367.52832,756.62024,17.0,796.0,391.0,760.0
45.93052,795.3576,369.3947,756.7565,17.0,792.0,391.0,761.0
30.227093,797.8846,362.77518,758.925,17.0,796.0,384.0,761.0
35.647396,796.598,375.33813,756.739,18.0,792.0,389.0,761.0
30.971748,796.22406,347.72086,758.4846,17.0,796.0,387.0,760.0
23.9893,795.42035,358.20306,755.9027,18.0,790.0,388.0,761.0
42.65419,795.5027,347.0431,758.0607,17.0,796.0,385.0,760.0
34.99537,795.75055,376.2966,754.44775,17.0,792.0,387.0,762.0
19.744333,797.00543,352.42828,756.7756,16.0,795.0,385.0,761.0
30.23656,796.65326,353.89508,756.9855,17.0,792.0,384.0,762.0
37.989594,795.219,347.73706,758.60144,17.0,796.0,384.0,760.0
29.727165,796.0712,360.4337,754.8486,18.0,791.0,383.0,762.0
38.332954,795.72894,372.25165,758.6398,17.0,796.0,388.0,763.0
40.82482,798.5779,382.94434,756.98926,17.0,792.0,380.0,768.0
12.903002,796.0333,355.33905,758.73975,16.0,796.0,381.0,762.0
7.936455,795.25806,364.60406,758.2599,17.0,792.0,379.0,763.0
3.3452492,794.7374,348.77203,758.42596,17.0,796.0,376.0,760.0
24.874794,794.4642,351.19415,755.5963,17.0,792.0,377.0,763.0
35.60604,795.43933,343.1705,758.31104,16.0,796.0,372.0,761.0
39.578835,796.5518,359.91733,757.444,17.0,796.0,374.0,762.0
17.090002,795.2866,371.70547,756.9328,16.0,796.0,375.0,764.0
35.04594,796.3258,353.15155,756.8572,17.0,793.0,371.0,763.0
25.559141,796.10614,361.76746,758.9225,17.0,796.0,370.0,762.0
33.341476,796.48395,356.04312,755.5072,18.0,792.0,368.0,764.0
12.940218,794.49316,346.3168,758.4047,17.0,796.0,369.0,760.0
15.508219,795.7508,357.97763,758.172,17.0,794.0,365.0,763.0
13.075338,795.1196,363.6565,757.2208,17.0,796.0,363.0,760.0
20.341042,798.7844,387.20032,758.451,17.0,796.0,362.0,762.0
20.992893,798.14374,384.0868,758.60565,16.0,796.0,360.0,760.0
37.6701,795.54535,368.2121,757.50934,17.0,795.0,359.0,763.0
31.961235,798.18445,343.79388,757.0629,16.0,794.0,358.0,761.0
23.946247,793.9426,349.10168,757.22345,17.0,793.0,356.0,763.0
15.341854,798.95984,372.8928,757.7366,16.0,796.0,350.0,762.0
34.519035,796.6924,375.13245,758.709,17.0,790.0,352.0,761.0
20.820395,795.8092,329.84988,757.3401,16.0,796.0,350.0,762.0
30.470535,796.49426,359.12457,758.5526,17.0,792.0,348.0,761.0
33.548462,796.4684,356.885,755.025,16.0,796.0,340.0,762.0
37.323517,796.85175,354.17758,758.8979,17.0,792.0,345.0,761.0
12.746727,796.74835,347.8482,759.23505,17.0,796.0,343.0,760.0
40.954926,794.7639,361.79047,756.676,17.0,792.0,342.0,761.0
35.38749,797.5809,355.9766,755.6749,17.0,796.0,341.0,761.0
29.606499,796.66254,345.16727,758.0894,17.0,792.0,339.0,760.0
22.395557,797.7591,343.2227,758.46625,16.0,796.0,337.0,760.0
41.285606,795.24506,364.37805,755.97015,17.0,796.0,339.0,759.0
15.4030695,797.4471,346.71414,757.60895,17.0,796.0,335.0,759.0
41.798683,797.4804,382.0106,757.42737,17.0,792.0,333.0,760.0
23.696198,797.3957,357.10583,758.82587,16.0,796.0,332.0,766.0
35.635834,796.0645,360.89563,756.16974,17.0,792.0,330.0,759.0
24.884043,795.842,343.81747,758.4675,16.0,797.0,329.0,758.0
13.327574,795.62256,350.9107,756.39386,17.0,794.0,328.0,758.0
33.741894,794.64557,353.90073,758.28546,16.0,796.0,328.0,758.0
46.949593,794.6648,359.03125,757.37054,17.0,795.0,326.0,757.0
22.016182,798.0005,366.67328,757.7563,16.0,796.0,324.0,758.0
36.58583,796.3185,360.3483,754.8456,17.0,794.0,323.0,759.0
28.831106,797.1948,355.14886,759.35596,17.0,796.0,321.0,758.0
22.532455,796.7954,367.82248,755.9321,18.0,794.0,322.0,756.0
11.948851,794.5737,367.02893,757.4184,17.0,796.0,318.0,763.0
25.102781,796.66296,360.6071,756.2343,17.0,791.0,321.0,756.0
21.115963,796.7041,351.49026,756.8216,17.0,796.0,320.0,755.0
18.768038,794.7262,374.64078,754.4888,17.0,792.0,319.0,756.0
29.124489,795.9246,342.44266,757.63574,17.0,796.0,318.0,755.0
23.98158,794.60693,362.12183,758.89264,17.0,794.0,318.0,756.0
17.392967,796.14197,369.11148,756.2605,16.0,796.0,318.0,755.0
38.482773,796.48083,359.80844,759.2287,18.0,794.0,315.0,758.0
24.93551,799.4921,367.77084,754.08813,17.0,796.0,314.0,755.0
32.278915,797.2773,359.38147,757.3144,17.0,792.0,316.0,755.0
28.997208,796.0749,326.65344,757.8254,16.0,796.0,322.0,754.0
19.746231,794.8843,364.8641,757.1589,17.0,793.0,316.0,756.0
35.274113,798.0318,390.76935,756.6847,17.0,796.0,314.0,756.0
13.725775,798.84784,398.09244,755.5989,17.0,792.0,314.0,758.0
19.150537,795.7901,367.11252,755.0881,16.0,796.0,317.0,755.0
23.817858,795.7166,361.7128,758.8036,17.0,791.0,317.0,758.0
26.196617,798.45264,398.2982,757.7883,16.0,796.0,318.0,756.0
23.730368,795.1409,351.49994,757.13776,17.0,792.0,316.0,756.0
36.336864,797.26904,354.41537,758.3331,16.0,796.0,318.0,754.0
16.92469,794.8832,339.61105,758.36957,17.0,792.0,315.0,757.0
36.4291,798.25714,363.38113,758.2752,16.0,796.0,319.0,753.0
5.553547,798.19257,371.67792,755.5308,17.0,793.0,316.0,757.0
12.047383,795.4593,357.6253,759.29724,16.0,796.0,320.0,756.0
30.796896,796.74664,352.71378,756.68933,17.0,792.0,321.0,757.0
21.242811,797.11597,359.37888,759.39294,16.0,796.0,322.0,758.0
18.516457,794.8675,353.77902,756.75995,17.0,794.0,322.0,759.0
9.592639,797.0579,358.0777,758.1371,17.0,796.0,322.0,758.0
19.690477,796.3511,351.513,756.6344,17.0,793.0,324.0,761.0
14.342396,796.95135,355.79285,758.74426,16.0,795.0,323.0,758.0
38.305004,799.1164,370.63602,758.6177,17.0,793.0,332.0,760.0
13.677322,795.72284,342.0711,758.72363,16.0,797.0,327.0,758.0
24.283592,796.7947,364.47745,757.4275,17.0,792.0,327.0,760.0
45.068497,798.4252,354.12006,758.77765,15.0,796.0,328.0,758.0
13.073126,795.98694,380.79852,755.27435,17.0,792.0,329.0,759.0
18.20596,797.0904,360.90454,755.48346,16.0,796.0,331.0,759.0
27.724821,797.0844,341.24097,758.1171,17.0,792.0,332.0,759.0
17.568745,795.82715,359.7794,758.1833,16.0,796.0,333.0,754.0
17.626772,798.43604,361.2036,757.60065,17.0,792.0,334.0,760.0
28.214027,797.52484,364.0977,757.8444,17.0,797.0,336.0,752.0
13.156359,797.1693,355.9555,757.8543,17.0,792.0,336.0,760.0
28.844757,798.4285,361.08466,758.52936,16.0,796.0,337.0,757.0
31.537403,796.7292,349.22372,758.41614,17.0,793.0,339.0,760.0
34.216312,797.94006,378.92786,755.8038,17.0,796.0,342.0,767.0
30.766266,794.2652,368.05426,757.247,17.0,793.0,341.0,760.0
32.236782,797.5529,365.5387,754.6464,16.0,796.0,341.0,761.0
46.24041,796.93695,357.11066,759.545,17.0,792.0,343.0,761.0
20.94062,798.7097,356.97647,759.0748,17.0,796.0,344.0,763.0
21.796627,796.39636,363.27774,756.3883,17.0,793.0,345.0,761.0
23.01377,797.4423,361.89417,760.0635,16.0,796.0,346.0,762.0
41.38083,797.26855,367.64313,757.84454,17.0,791.0,349.0,761.0
21.027502,796.0224,358.6957,757.3933,16.0,796.0,348.0,761.0
32.29549,798.1113,367.9555,757.388,17.0,790.0,350.0,762.0
19.766415,795.46277,357.30377,758.7053,17.0,796.0,351.0,761.0
35.86422,797.21545,360.1352,755.6133,17.0,792.0,353.0,762.0
13.5106325,797.5829,366.8307,758.15564,17.0,796.0,353.0,762.0
26.926437,794.9088,356.66412,758.96265,17.0,789.0,355.0,762.0
20.44872,796.37396,359.77756,758.5702,16.0,796.0,355.0,762.0
11.445982,796.2065,371.1414,758.2873,17.0,789.0,357.0,761.0
20.99487,795.67303,359.54562,757.1584,16.0,796.0,358.0,762.0
18.827309,798.2879,363.35266,758.84784,17.0,795.0,359.0,763.0
25.92551,798.0026,340.40216,758.94635,16.0,796.0,361.0,763.0
26.893492,797.6065,344.0769,760.09875,17.0,792.0,361.0,763.0
39.458458,795.4254,365.933,757.2694,16.0,796.0,362.0,762.0
19.979748,793.8823,337.40042,759.0657,17.0,789.0,363.0,762.0
23.4033,794.9112,360.61923,760.18475,16.0,796.0,365.0,762.0
13.671991,795.6203,344.49036,760.39264,17.0,793.0,366.0,762.0
31.236786,797.65356,371.7463,759.4287,17.0,796.0,363.0,764.0
28.16683,796.3672,364.32562,760.1621,17.0,795.0,370.0,768.0
15.014366,796.8146,365.49097,759.317,17.0,796.0,367.0,755.0
5.3724174,795.1342,353.60217,760.19916,17.0,793.0,369.0,762.0
16.282173,797.54144,360.34033,759.4232,17.0,796.0,369.0,762.0
